NaCl,,Be Pd,,,Cd Ga2 Se4,,
2θ - °,Intensity - cps,2θ - °,Y,Intensity - cps,2θ - °,Y,Intensity - cps
77.82,2573.3,,,,,,
77.83,2266.7,,,,,,
77.84,2280,,,,,,
77.85,2546.7,,,,,,
77.86,2480,,,,,,
77.87,2186.7,,,,,,
77.88,2360,,,,,,
77.89,2666.7,,,,,,
77.9,2600,,,,,,
77.91,2226.7,,,,,,
77.92,2346.7,,,,,,
77.93,2213.3,,,,,,
77.94,2386.7,,,,,,
77.95,2293.3,,,,,,
77.96,2466.7,,,,,,
77.97,2613.3,,,,,,
77.98,2466.7,,,,,,
77.99,2400,,,,,,
78,2226.7,,,,,,
78.01,2226.7,,,,,,
78.02,2320,,,,,,
78.03,2280,,,,,,
78.04,2240,,,,,,
78.05,2493.3,,,,,,
78.06,2560,,,,,,
78.07,2440,,,,,,
78.08,2253.3,,,,,,
78.09,2480,,,,,,
78.1,2400,,,,,,
78.11,2613.3,,,,,,
78.12,2386.7,,,,,,
78.13,2133.3,,,,,,
78.14,2253.3,,,,,,
78.15,2320,,,,,,
78.16,2573.3,,,,,,
78.17,2466.7,,,,,,
78.18,2200,,,,,,
78.19,2266.7,,,,,,
78.2,2360,,,,,,
78.21,2306.7,,,,,,
78.22,2386.7,,,,,,
78.23,2360,,,,,,
78.24,2413.3,,,,,,
78.25,2400,,,,,,
78.26,2466.7,,,,,,
78.27,2320,,,,,,
78.28,2320,,,,,,
78.29,2253.3,,,,,,
78.3,2053.3,,,,,,
78.31,2293.3,,,,,,
78.32,2360,,,,,,
78.33,2320,,,,,,
78.34,2160,,,,,,
78.35,2333.3,,,,,,
78.36,2333.3,,,,,,
78.37,2026.7,,,,,,
78.38,2333.3,,,,,,
78.39,2400,,,,,,
78.4,2400,,,,,,
78.41,2133.3,,,,,,
78.42,2133.3,,,,,,
78.43,2320,,,,,,
78.44,2346.7,,,,,,
78.45,2386.7,,,,,,
78.46,2373.3,,,,,,
78.47,2546.7,,,,,,
78.48,2426.7,,,,,,
78.49,2346.7,,,,,,
78.5,2413.3,,,,,,
78.51,2573.3,,,,,,
78.52,2413.3,,,,,,
78.53,2333.3,,,,,,
78.54,2386.7,,,,,,
78.55,2293.3,,,,,,
78.56,2306.7,,,,,,
78.57,2413.3,,,,,,
78.58,2320,,,,,,
78.59,2266.7,,,,,,
78.6,2426.7,,,,,,
78.61,2386.7,,,,,,
78.62,2360,,,,,,
78.63,2360,,,,,,
78.64,2573.3,,,,,,
78.65,2466.7,,,,,,
78.66,2253.3,,,,,,
78.67,2106.7,,,,,,
78.68,2360,,,,,,
78.69,2240,,,,,,
78.7,2306.7,,,,,,
78.71,2333.3,,,,,,
78.72,2480,,,,,,
78.73,2466.7,,,,,,
78.74,2466.7,,,,,,
78.75,2413.3,,,,,,
78.76,2746.7,,,,,,
78.77,2280,,,,,,
78.78,2293.3,,,,,,
78.79,2413.3,,,,,,
78.8,2533.3,,,,,,
78.81,2360,,,,,,
78.82,2533.3,,,,,,
78.83,2333.3,,,,,,
78.84,2280,,,,,,
78.85,2226.7,,,,,,
78.86,2426.7,,,,,,
78.87,2400,,,,,,
78.88,2093.3,,,,,,
78.89,1933.3,,,,,,
78.9,2506.7,,,,,,
78.91,2626.7,,,,,,
78.92,2493.3,,,,,,
78.93,2573.3,,,,,,
78.94,2426.7,,,,,,
78.95,2466.7,,,,,,
78.96,2253.3,,,,,,
78.97,2306.7,,,,,,
78.98,2413.3,,,,,,
78.99,2386.7,,,,,,
79,2173.3,,,,,,
79.01,2360,,,,,,
79.02,2186.7,,,,,,
79.03,2160,,,,,,
79.04,2373.3,,,,,,
79.05,2306.7,,,,,,
79.06,2226.7,,,,,,
79.07,2186.7,,,,,,
79.08,2360,,,,,,
79.09,2306.7,,,,,,
79.1,2173.3,,,,,,
79.11,2293.3,,,,,,
79.12,2106.7,,,,,,
79.13,2466.7,,,,,,
79.14,2480,,,,,,
79.15,2266.7,,,,,,
79.16,2333.3,,,,,,
79.17,2386.7,,,,,,
79.18,2400,,,,,,
79.19,2373.3,,,,,,
79.2,2346.7,,,,,,
79.21,2493.3,,,,,,
79.22,2320,,,,,,
79.23,2426.7,,,,,,
79.24,2440,,,,,,
79.25,2626.7,,,,,,
79.26,2560,,,,,,
79.27,2266.7,,,,,,
79.28,2106.7,,,,,,
79.29,2346.7,,,,,,
79.3,2373.3,,,,,,
79.31,2480,,,,,,
79.32,2440,,,,,,
79.33,2333.3,,,,,,
79.34,2373.3,,,,,,
79.35,2440,,,,,,
79.36,2480,,,,,,
79.37,2426.7,,,,,,
79.38,2373.3,,,,,,
79.39,2186.7,,,,,,
79.4,2400,,,,,,
79.41,2266.7,,,,,,
79.42,2453.3,,,,,,
79.43,2440,,,,,,
79.44,2613.3,,,,,,
79.45,2600,,,,,,
79.46,2666.7,,,,,,
79.47,2586.7,,,,,,
79.48,2480,,,,,,
79.49,2146.7,,,,,,
79.5,2200,,,,,,
79.51,2333.3,,,,,,
79.52,2280,,,,,,
79.53,2320,,,,,,
79.54,2280,,,,,,
79.55,2426.7,,,,,,
79.56,2253.3,,,,,,
79.57,2400,,,,,,
79.58,2440,,,,,,
79.59,2560,,,,,,
79.6,2320,,,,,,
79.61,2026.7,,,,,,
79.62,2253.3,,,,,,
79.63,2213.3,,,,,,
79.64,2386.7,,,,,,
79.65,2346.7,,,,,,
79.66,2200,,,,,,
79.67,2306.7,,,,,,
79.68,2520,,,,,,
79.69,2506.7,,,,,,
79.7,2346.7,,,,,,
79.71,2226.7,,,,,,
79.72,2133.3,,,,,,
79.73,2106.7,,,,,,
79.74,2066.7,,,,,,
79.75,2146.7,,,,,,
79.76,2066.7,,,,,,
79.77,2173.3,,,,,,
79.78,2320,,,,,,
79.79,2306.7,,,,,,
79.8,2080,,,,,,
79.81,2173.3,,,,,,
79.82,2346.7,,,,,,
79.83,2506.7,,,,,,
79.84,2586.7,,,,,,
79.85,2453.3,,,,,,
79.86,2360,,,,,,
79.87,2240,,,,,,
79.88,2213.3,,,,,,
79.89,2240,,,,,,
79.9,2240,,,,,,
79.91,2346.7,,,,,,
79.92,2493.3,,,,,,
79.93,2440,,,,,,
79.94,2333.3,,,,,,
79.95,2373.3,,,,,,
79.96,2226.7,,,,,,
79.97,2306.7,,,,,,
79.98,2266.7,,,,,,
79.99,2266.7,,,,,,
80,2333.3,,,,,,
